school_name,official_school_code,short_name,school_type,sector,region,province,city,website,address,directory_source,is_active
Cavite State University-General Trias Campus,04386,,Chartered State College/University (Satellite Campus),,Region IV-A (CALABARZON),,,,"General Trias City, Cavite",CHED,true
Cavite State University-Imus,04319,,Chartered State College/University (Satellite Campus),,Region IV-A (CALABARZON),,,,"Imus City, Cavite",CHED,true
Cavite State University-Naic,04011,,Chartered State College/University (Satellite Campus),,Region IV-A (CALABARZON),,,,"Naic, Cavite",CHED,true
Cavite State University-Rosario,04010,,Chartered State College/University (Satellite Campus),,Region IV-A (CALABARZON),,,,"Rosario, Cavite",CHED,true
Cavite State University-Silang,04362,,Chartered State College/University (Satellite Campus),,Region IV-A (CALABARZON),,,,"Silang, Cavite",CHED,true
Cavite State University-Tanza Campus,04384,,Chartered State College/University (Satellite Campus),,Region IV-A (CALABARZON),,,,"Tanza, Cavite",CHED,true
Cavite State University-Trece Martires City Campus,04350,,Chartered State College/University (Satellite Campus),,Region IV-A (CALABARZON),,,,"Trece Martires City, Cavite",CHED,true
Cavite West Point College,04234,,Private Non-Sectarian Non-Stock,Private,Region IV-A (CALABARZON),,,,"Ternate, Cavite",CHED,true
Center for Biblical Studies Institute & Seminary,04437,,Private Sectarian Non-Stock,Private,Region IV-A (CALABARZON),,,,"Antipolo City, Rizal",CHED,true
Citi Global College-Biñan,04453,,Private Non-Sectarian Non-Stock,Private,Region IV-A (CALABARZON),,,,"Biñan City, Laguna",CHED,true
Citi Global College-Cabuyao,04463,,Private Non-Sectarian Non-Stock,Private,Region IV-A (CALABARZON),,,,"Cabuyao City, Laguna",CHED,true
CITI Global College-Calamba,04514,,Private Non-Sectarian Non-Stock,Private,Region IV-A (CALABARZON),,,,"Calamba City, Laguna",CHED,true
City College of Calamba,04356,,Local Government College/University,,Region IV-A (CALABARZON),,,,"Calamba City, Laguna",CHED,true
City College of Tagaytay,04375,,Local Government College/University,,Region IV-A (CALABARZON),,,,"Tagaytay City, Cavite",CHED,true
Colegio de Amore,04365,,Private Non-Sectarian Stock,Private,Region IV-A (CALABARZON),,,,"Trece Martires City, Cavite",CHED,true
Colegio de General Luna,NEW,,Local Government College/University,,Region IV-A (CALABARZON),,,,"General Luna, Quezon",CHED,true
Colegio de La Ciudad de Tayabas,04507,,Local Government College/University,,Region IV-A (CALABARZON),,,,"Tayabas City, Quezon",CHED,true
Colegio de Los Baños,04014,,Private Non-Sectarian Non-Stock,Private,Region IV-A (CALABARZON),,,,"Los Baños, Laguna",CHED,true
Colegio de Montalban,04345,,Local Government College/University,,Region IV-A (CALABARZON),,,,"Rodriguez, Rizal",CHED,true
Colegio de Porta Vaga,04395,,Private Non-Sectarian Stock,Private,Region IV-A (CALABARZON),,,,"Imus City, Cavite",CHED,true
Colegio De San Juan De Letran Calamba,04015,,Private Sectarian Non-Stock,Private,Region IV-A (CALABARZON),,,,"Calamba City, Laguna",CHED,true
Colegio De San Pedro,04155,,Private Non-Sectarian Non-Stock,Private,Region IV-A (CALABARZON),,,,"San Pedro City, Laguna",CHED,true
Colegio de Santo Cristo de Burgos,04398,,Private Non-Sectarian Non-Stock,Private,Region IV-A (CALABARZON),,,,"Sariaya, Quezon",CHED,true
Colegio de Sto. Domingo de Silos,04468,,Private Non-Sectarian Non-Stock,Private,Region IV-A (CALABARZON),,,,"Calatagan, Batangas",CHED,true
Colegio de Sto. Niño de Cabuyao,04017,,Private Non-Sectarian Stock,Private,Region IV-A (CALABARZON),,,,"Cabuyao City, Laguna",CHED,true
Colegio ng Lungsod ng Batangas,04359,,Local Government College/University,,Region IV-A (CALABARZON),,,,"Batangas City , Batangas",CHED,true
Colegio San Agustin-Biñan,04176,,Private Sectarian Non-Stock,Private,Region IV-A (CALABARZON),,,,"Biñan City, Laguna",CHED,true
College of Arts & Sciences of Asia and the Pacific,04432,,Private Non-Sectarian Non-Stock,Private,Region IV-A (CALABARZON),,,,"Taytay, Rizal",CHED,true
College of Saint John Paul II Arts And Sciences,04446,,Private Sectarian Non-Stock,Private,Region IV-A (CALABARZON),,,,"Cainta, Rizal",CHED,true
College of San Benildo-Rizal,04392,,Private Non-Sectarian Non-Stock,Private,Region IV-A (CALABARZON),,,,"Antipolo City, Rizal",CHED,true
"CSTC College of Sciences, Technology and Communications-Atimonan",04496,,Private Non-Sectarian Stock,Private,Region IV-A (CALABARZON),,,,"Atimonan, Quezon",CHED,true
"CSTC College of Sciences, Technology and Communications-Sariaya",04414,,Private Non-Sectarian Stock,Private,Region IV-A (CALABARZON),,,,"Sariaya, Quezon",CHED,true
CVE Colleges,04355,,Private Non-Sectarian Non-Stock,Private,Region IV-A (CALABARZON),,,,"Pagbilao, Quezon",CHED,true
Daehan College of Business and Technology,04462,,Private Non-Sectarian Stock,Private,Region IV-A (CALABARZON),,,,"Taytay, Rizal",CHED,true
Dalubhasaan ng Lungsod ng Lucena,04280,,Local Government College/University,,Region IV-A (CALABARZON),,,,"Lucena City, Quezon",CHED,true
Dalubhasaan ng Lunsod ng San Pablo,04185,,Local Government College/University,,Region IV-A (CALABARZON),,,,"San Pablo City, Laguna",CHED,true
Datacom Institute of Computer Technology,NEW,,Private Non-Sectarian Stock,Private,Region IV-A (CALABARZON),,,,"Imus City, Cavite",CHED,true
De La Salle Lipa,04019,,Private Non-Sectarian Non-Stock,Private,Region IV-A (CALABARZON),,,,"Lipa City, Batangas",CHED,true
De La Salle Medical and Health Sciences Institute,04025,,Private Sectarian Non-Stock,Private,Region IV-A (CALABARZON),,,,"Dasmariñas City, Cavite",CHED,true
De La Salle University-Dasmariñas,04024,,Private Sectarian Non-Stock,Private,Region IV-A (CALABARZON),,,,"Dasmariñas City, Cavite",CHED,true
De La Salle-College of Saint Benilde-Antipolo,04497,,Private Non-Sectarian Non-Stock,Private,Region IV-A (CALABARZON),,,,"Antipolo City, Rizal",CHED,true
De La Salle-College of Saint Benilde-Antipolo (formerly La Salle College Antipolo Foundation),04184,,Private Sectarian Non-Stock,Private,Region IV-A (CALABARZON),,,,"San Jose , Antipolo City, Rizal",CHED,true
Deaf Evangelistic Alliance Foundation,04020,,Private Non-Sectarian Stock,Private,Region IV-A (CALABARZON),,,,"Cavinti, Laguna",CHED,true
Divine Word Seminary,04023,,Private Non-Sectarian Stock,Private,Region IV-A (CALABARZON),,,,"Tagaytay City, Cavite",CHED,true
Dominican College Sta. Rosa,04139,,Private Non-Sectarian Non-Stock,Private,Region IV-A (CALABARZON),,,,"Santa Rosa City, Laguna",CHED,true
Don Bosco College,04026,,Private Sectarian Non-Stock,Private,Region IV-A (CALABARZON),,,,"Calamba City, Laguna",CHED,true
Dr. Francisco L. Calingasan Memorial Colleges Foundation,04043,,Private Non-Sectarian Stock,Private,Region IV-A (CALABARZON),,,,"Nasugbu, Batangas",CHED,true
East Systems Colleges of Rizal,04400,,Private Non-Sectarian Stock,Private,Region IV-A (CALABARZON),,,,"Morong, Rizal",CHED,true
Eastern Quezon College,04031,,Private Non-Sectarian Non-Stock,Private,Region IV-A (CALABARZON),,,,"Gumaca, Quezon",CHED,true
Eastern Star Academy,04516,,Private Non-Sectarian Stock,Private,Region IV-A (CALABARZON),,,,"San Mateo, Rizal",CHED,true
Eastern Tayabas College,04032,,Private Non-Sectarian Stock,Private,Region IV-A (CALABARZON),,,,"Lopez, Quezon",CHED,true
Ebenezer International Colleges,04323,,Private Non-Sectarian Stock,Private,Region IV-A (CALABARZON),,,,"General Trias City, Cavite",CHED,true
Emilio Aguinaldo College,04199,,Private Non-Sectarian Stock,Private,Region IV-A (CALABARZON),,,,"Dasmariñas City, Cavite",CHED,true
"Eulogio ""Amang"" Rodriguez Institute of Science and Technology-Cavite",13056a,,Chartered State College/University (Satellite Campus),,Region IV-A (CALABARZON),,,,"Gen. Mariano Alvarez, Cavite",CHED,true
Evangelical Theological College of the Philippines-Luzon,04415,,Private Non-Sectarian Non-Stock,Private,Region IV-A (CALABARZON),,,,"Cainta, Rizal",CHED,true
Far East Asia Pacific Institute of Tourism Science and Technology,04454,,Private Non-Sectarian Non-Stock,Private,Region IV-A (CALABARZON),,,,"Tanza, Cavite",CHED,true
Far Eastern Polytechnic College,04366,,Private Non-Sectarian Non-Stock,Private,Region IV-A (CALABARZON),,,,"Dasmariñas City, Cavite",CHED,true
FCD Central Institute,04502,,Private Non-Sectarian Stock,Private,Region IV-A (CALABARZON),,,,"Dasmariñas City, Cavite",CHED,true
FEU Cavite,04404,,Private Non-Sectarian Stock,Private,Region IV-A (CALABARZON),,,,"Silang, Cavite",CHED,true
FEU Roosevelt,04095,,Private Non-Sectarian Stock,Private,Region IV-A (CALABARZON),,,,"Cainta, Rizal",CHED,true
First Asia Institute of Technology and Humanities,04250,,Private Non-Sectarian Stock,Private,Region IV-A (CALABARZON),,,,"Tanauan City, Batangas",CHED,true
First Industrial Science and Technology College,04508,,Private Non-Sectarian Stock,Private,Region IV-A (CALABARZON),,,,"Sto. Tomas City, Batangas",CHED,true
Gardner College Cainta,04332,,Private Non-Sectarian Stock,Private,Region IV-A (CALABARZON),,,,"Cainta, Rizal",CHED,true
General Trias College of Cavite,04428,,Private Non-Sectarian Non-Stock,Private,Region IV-A (CALABARZON),,,,"General Trias City, Cavite",CHED,true
Golden Gate Colleges,04033,,Private Non-Sectarian Stock,Private,Region IV-A (CALABARZON),,,,"Batangas City , Batangas",CHED,true
Grabsum School,04476,,Private Non-Sectarian Non-Stock,Private,Region IV-A (CALABARZON),,,,"Candelaria, Quezon",CHED,true
Grain of Wheat College,04439,,Private Non-Sectarian Non-Stock,Private,Region IV-A (CALABARZON),,,,"Taytay, Rizal",CHED,true
Granby Colleges of Science and Technology,04407,,Private Non-Sectarian Stock,Private,Region IV-A (CALABARZON),,,,"Naic, Cavite",CHED,true
Guang Ming College,13435,,Private Non-Sectarian Stock,Private,Region IV-A (CALABARZON),,,,"Tagaytay City, Cavite",CHED,true
Guardians Bona Fide for Hope Foundation,04455,,Private Non-Sectarian Non-Stock,Private,Region IV-A (CALABARZON),,,,"Biñan City, Laguna",CHED,true
Guinayangan College Foundation,04416,,Private Non-Sectarian Non-Stock,Private,Region IV-A (CALABARZON),,,,"Guinayangan, Quezon",CHED,true
Harris Memorial College,04035,,Private Non-Sectarian Non-Stock,Private,Region IV-A (CALABARZON),,,,"Taytay, Rizal",CHED,true
Holy Child Jesus College,04251,,Private Sectarian Non-Stock,Private,Region IV-A (CALABARZON),,,,"Gumaca, Quezon",CHED,true
ICCT Colleges-Antipolo,04417,,Private Non-Sectarian Non-Stock,Private,Region IV-A (CALABARZON),,,,"Antipolo City, Rizal",CHED,true
ICCT Colleges-Binangonan,04441,,Private Non-Sectarian Non-Stock,Private,Region IV-A (CALABARZON),,,,"Binangonan, Rizal",CHED,true
ICCT Colleges-Cainta,04042,,Private Non-Sectarian Non-Stock,Private,Region IV-A (CALABARZON),,,,"Cainta, Rizal",CHED,true
ICCT Colleges-San Mateo,04418,,Private Non-Sectarian Non-Stock,Private,Region IV-A (CALABARZON),,,,"San Mateo, Rizal",CHED,true
ICCT Colleges-Taytay,04442,,Private Non-Sectarian Non-Stock,Private,Region IV-A (CALABARZON),,,,"Taytay, Rizal",CHED,true
ICT-ED Institute of Science and Technology,04440,,Private Non-Sectarian Non-Stock,Private,Region IV-A (CALABARZON),,,,"Lipa City, Batangas",CHED,true
IETI College of Science and Technology,04188,,Private Non-Sectarian Stock,Private,Region IV-A (CALABARZON),,,,"San Pedro City, Laguna",CHED,true
Immaculate Conception College of Balayan,04039,,Private Sectarian Non-Stock,Private,Region IV-A (CALABARZON),,,,"Balayan, Batangas",CHED,true
Immanuel Theological Seminary,04367,,Private Sectarian Non-Stock,Private,Region IV-A (CALABARZON),,,,"Dasmariñas City, Cavite",CHED,true
Imus Institute of Science and Technology,04041,,Private Non-Sectarian Stock,Private,Region IV-A (CALABARZON),,,,"Imus City, Cavite",CHED,true
Informatics College Cavite,04488,,Private Non-Sectarian Stock,Private,Region IV-A (CALABARZON),,,,"Imus City, Cavite",CHED,true
Inter-Global College Foundation,04181,,Private Non-Sectarian Non-Stock,Private,Region IV-A (CALABARZON),,,,"Lucena City, Quezon",CHED,true
International Christian College of Manila,04341,,Private Sectarian Non-Stock,Private,Region IV-A (CALABARZON),,,,"Antipolo City, Rizal",CHED,true
International Electronics and Technical Institute (Calamba),04489,,Private Non-Sectarian Stock,Private,Region IV-A (CALABARZON),,,,"Calamba City, Laguna",CHED,true
International Peace Leadership College,04334,,Private Sectarian Non-Stock,Private,Region IV-A (CALABARZON),,,,"Tanay, Rizal",CHED,true
ISHRM School System-Bacoor,04325,,Private Non-Sectarian Non-Stock,Private,Region IV-A (CALABARZON),,,,"Bacoor City, Cavite",CHED,true
Jesus Reigns Christian College-Amadeo Foundation,04420,,Private Non-Sectarian Non-Stock,Private,Region IV-A (CALABARZON),,,,"Amadeo, Cavite",CHED,true
Kolehiyo ng Lungsod ng Dasmariñas,04506,,Local Government College/University,,Region IV-A (CALABARZON),,,,"Dasmariñas City, Cavite",CHED,true
Kolehiyo ng Lungsod ng Lipa,04141,,Local Government College/University,,Region IV-A (CALABARZON),,,,"Marauoy, Lipa City, Batangas",CHED,true
Kurios Christian Colleges Foundation,04408,,Private Non-Sectarian Non-Stock,Private,Region IV-A (CALABARZON),,,,"Magallanes, Cavite",CHED,true
La Consolacion College Biñan,04156,,Private Sectarian Stock,Private,Region IV-A (CALABARZON),,,,"Biñan City, Laguna",CHED,true
La Consolacion College Tanauan,04291,,Private Sectarian Non-Stock,Private,Region IV-A (CALABARZON),,,,"Tanauan City, Batangas",CHED,true
Laguna College,04044,,Private Non-Sectarian Stock,Private,Region IV-A (CALABARZON),,,,"San Pablo City, Laguna",CHED,true
Laguna College of Business and Arts,04046,,Private Non-Sectarian Stock,Private,Region IV-A (CALABARZON),,,,"Calamba City, Laguna",CHED,true
Laguna Maritime Arts and Business Colleges,04421,,Private Non-Sectarian Stock,Private,Region IV-A (CALABARZON),,,,"Pangil, Laguna",CHED,true
Laguna Northwestern College,04047,,Private Non-Sectarian Non-Stock,Private,Region IV-A (CALABARZON),,,,"San Pedro City, Laguna",CHED,true
Laguna Northwestern College - SLRMC,04403,,Private Non-Sectarian Non-Stock,Private,Region IV-A (CALABARZON),,,,"Siniloan, Laguna",CHED,true
Laguna Science and Technology College,04157,,Private Non-Sectarian Non-Stock,Private,Region IV-A (CALABARZON),,,,"San Pedro City, Laguna",CHED,true
Laguna State Polytechnic University-Los Baños,04051,,Chartered State College/University (Satellite Campus),,Region IV-A (CALABARZON),,,,"Los Baños, Laguna",CHED,true
Laguna State Polytechnic University-San Pablo City,04113,,Chartered State College/University (Satellite Campus),,Region IV-A (CALABARZON),,,,"San Pablo City, Laguna",CHED,true
Laguna State Polytechnic University-Siniloan,04048,,Chartered State College/University (Main),,Region IV-A (CALABARZON),,,,"Siniloan, Laguna",CHED,true
Laguna State Polytechnic University-Sta. Cruz,04045,,Chartered State College/University (Satellite Campus),,Region IV-A (CALABARZON),,,,"Santa Cruz , Laguna",CHED,true
Laguna University,04358,,Local Government College/University,,Region IV-A (CALABARZON),,,,"Santa Cruz , Laguna",CHED,true
Lake Shore Educational Institution,NEW,,Private Non-Sectarian Stock,Private,Region IV-A (CALABARZON),,,,"Biñan City, Laguna",CHED,true
Lemery Colleges,04171,,Private Non-Sectarian Non-Stock,Private,Region IV-A (CALABARZON),,,,"Lemery, Batangas",CHED,true
Leon Guinto Memorial College,04049,,Private Non-Sectarian Stock,Private,Region IV-A (CALABARZON),,,,"Atimonan, Quezon",CHED,true
Lipa City Colleges,04050,,Private Non-Sectarian Non-Stock,Private,Region IV-A (CALABARZON),,,,"Lipa City, Batangas",CHED,true
LNC Corinthian Center,04274,,Private Non-Sectarian Non-Stock,Private,Region IV-A (CALABARZON),,,,"Santa Rosa City, Laguna",CHED,true
LPU-St. Cabrini School of Health Sciences,04262,,Private Non-Sectarian Non-Stock,Private,Region IV-A (CALABARZON),,,,"Calamba City, Laguna",CHED,true
Lyceum de San Pablo,04484,,Private Non-Sectarian Non-Stock,Private,Region IV-A (CALABARZON),,,,"San Pablo City, Laguna",CHED,true
Lyceum of Southern Luzon,04509,,Private Non-Sectarian Non-Stock,Private,Region IV-A (CALABARZON),,,,"Balayan, Batangas",CHED,true
