school_name,official_school_code,short_name,school_type,sector,region,province,city,website,address,directory_source,is_active
Network Computer and Business Colleges,NEW,,Private Non-Stock Non-Profit Corporation,Private,Region III (Central Luzon),,,,"Olongapo City, Zambales",CHED,true
New Era University-Pampanga,3256,,Private Non-Sectarian Stock,Private,Region III (Central Luzon),,,,"City of San Fernando, Pampanga",CHED,true
Northern Bataan Institute,NEW,,Private Non-Stock Non-Profit Corporation,Private,Region III (Central Luzon),,,,"Dinalupihan, Bataan",CHED,true
"Northern Zambales College, Inc.",3128,,Private Non-Sectarian Non-Stock,Private,Region III (Central Luzon),,,,"Masinloc, Zambales",CHED,true
Norzagaray College,3237,,Local Government College/University,,Region III (Central Luzon),,,,"Poblacion, Norzagaray, Bulacan",CHED,true
"NU Bulacan, Inc.",3308,,Private Non-Sectarian Stock,Private,Region III (Central Luzon),,,,"Baliwag City, Bulacan",CHED,true
Nueva Ecija University of Science and Technology-Atate,03085b,,Chartered State College/University (Satellite Campus),,Region III (Central Luzon),,,,Nueva Ecija,CHED,true
Nueva Ecija University of Science and Technology-Carranglan,03085j,,Chartered State College/University (Satellite Campus),,Region III (Central Luzon),,,,"Carranglan, Nueva Ecija",CHED,true
Nueva Ecija University of Science and Technology-Fort Magsaysay,03085c,,Chartered State College/University (Satellite Campus),,Region III (Central Luzon),,,,Nueva Ecija,CHED,true
Nueva Ecija University of Science and Technology-Gabaldon Campus,NEW,,Private Non-Sectarian Stock,Private,Region III (Central Luzon),,,,"Gabaldon, Nueva Ecija",CHED,true
Nueva Ecija University of Science and Technology-Gapan City Campus,03085g,,Chartered State College/University (Satellite Campus),,Region III (Central Luzon),,,,Nueva Ecija,CHED,true
Nueva Ecija University of Science and Technology-General Tinio,3017,,Chartered State College/University (Satellite Campus),,Region III (Central Luzon),,,,"Cabanatuan City, Nueva Ecija",CHED,true
Nueva Ecija University of Science and Technology-Papaya,3312,,Chartered State College/University (Satellite Campus),,Region III (Central Luzon),,,,"Cabanatuan City, Nueva Ecija",CHED,true
Nueva Ecija University of Science and Technology-Peñaranda,03085f,,Chartered State College/University (Satellite Campus),,Region III (Central Luzon),,,,"Peñaranda, Nueva Ecija",CHED,true
Nueva Ecija University of Science and Technology-San Antonio Campus,03085k,,Chartered State College/University (Satellite Campus),,Region III (Central Luzon),,,,"San Antonio, Nueva Ecija",CHED,true
Nueva Ecija University of Science and Technology-San Isidro Campus,03085d,,Chartered State College/University (Satellite Campus),,Region III (Central Luzon),,,,"San Isidro, Nueva Ecija",CHED,true
Nueva Ecija University of Science and Technology-San Leonardo,03085i,,Chartered State College/University (Satellite Campus),,Region III (Central Luzon),,,,"San Leonardo, Nueva Ecija",CHED,true
Nueva Ecija University of Science and Technology-Sebani Estate Agricultural College,3085,,Chartered State College/University (Satellite Campus),,Region III (Central Luzon),,,,Nueva Ecija,CHED,true
Nueva Ecija University of Science and Technology-Sto. Domingo,3313,,Chartered State College/University (Satellite Campus),,Region III (Central Luzon),,,,Nueva Ecija,CHED,true
Nueva Ecija University of Science and Technology-Sumacab Campus (Main),03085e,,Chartered State College/University (Main),,Region III (Central Luzon),,,,"Cabanatuan City, Nueva Ecija",CHED,true
Nueva Ecija University of Science and Technology-Talavera,03085h,,Chartered State College/University (Satellite Campus),,Region III (Central Luzon),,,,"Talavera, Nueva Ecija",CHED,true
"OAA Computer College Foundation, Inc.",NEW,,Private Non-Stock Non-Profit Corporation,Private,Region III (Central Luzon),,,,"Malolos City, Bulacan",CHED,true
OLRA College Foundation,3300,,Private Non-Sectarian Non-Stock,Private,Region III (Central Luzon),,,,Tarlac,CHED,true
"Osias Colleges, Inc.",3072,,Private Non-Sectarian Stock,Private,Region III (Central Luzon),,,,"Tarlac City, Tarlac",CHED,true
Our Lady of Fatima University - Nueva Ecija,3068,,Private Non-Sectarian Stock,Private,Region III (Central Luzon),,,,"Cabanatuan City, Nueva Ecija",CHED,true
Our Lady of Fatima University-Pampanga,3283,,Private Non-Sectarian Non-Stock,Private,Region III (Central Luzon),,,,"City of San Fernando, Pampanga",CHED,true
Our Lady of Manaoag Montessori College,3218,,Private Non-Sectarian Non-Stock,Private,Region III (Central Luzon),,,,"Balagtas, Bulacan",CHED,true
Our Lady of Peace College Seminary,3073,,Private Sectarian Non-Stock,Private,Region III (Central Luzon),,,,"Tarlac City, Tarlac",CHED,true
"Our Lady of the Sacred Heart College of Guimba, Inc.",3247,,Private Sectarian Stock,Private,Region III (Central Luzon),,,,"Guimba, Nueva Ecija",CHED,true
Pamantasan ng Araullo (Araullo University),3074,,Private Non-Sectarian Stock,Private,Region III (Central Luzon),,,,"Cabanatuan City, Nueva Ecija",CHED,true
"Pamantasan ng Araullo (Araullo University), Inc. - San Jose",3307,,Private Non-Sectarian Stock,Private,Region III (Central Luzon),,,,"San Jose City, Nueva Ecija",CHED,true
Pambayang Dalubhasaan ng Marilao,3252,,Local Government College/University,,Region III (Central Luzon),,,,"Marilao, Bulacan",CHED,true
"Pampanga Colleges, Inc.",3076,,Private Non-Sectarian Non-Stock,Private,Region III (Central Luzon),,,,"Macabebe, Pampanga",CHED,true
Pampanga State Agricultural University,3075,,Chartered State College/University (Main),,Region III (Central Luzon),,,,"Magalang, Pampanga",CHED,true
Pampanga State University-Apalit,3316,,Chartered State College/University (Satellite Campus),,Region III (Central Luzon),,,,"Apalit, Pampanga",CHED,true
Pampanga State University-Candaba,3317,,Chartered State College/University (Satellite Campus),,Region III (Central Luzon),,,,"Candaba, Pampanga",CHED,true
Pampanga State University-Lubao,3311,,Chartered State College/University (Satellite Campus),,Region III (Central Luzon),,,,"Lubao, Pampanga",CHED,true
Pampanga State University-Main,3030,,Chartered State College/University (Main),,Region III (Central Luzon),,,,"Bacolor, Pampanga",CHED,true
Pampanga State University-Mexico,03030a,,Chartered State College/University (Satellite Campus),,Region III (Central Luzon),,,,"Mexico, Pampanga",CHED,true
Pampanga State University-Porac,03030b,,Chartered State College/University (Satellite Campus),,Region III (Central Luzon),,,,"Porac, Pampanga",CHED,true
Pampanga State University-Sto.Tomas,03030c,,Chartered State College/University (Satellite Campus),,Region III (Central Luzon),,,,"Sto. Tomas, Pampanga",CHED,true
Philippine Merchant Marine Academy,13143,,Chartered State College/University (Main),,Region III (Central Luzon),,,,"San Narciso, Zambales",CHED,true
Philippine Rehabilitation Institute Foundation-Guagua,3220,,Private Non-Sectarian Stock,Private,Region III (Central Luzon),,,,"Guagua, Pampanga",CHED,true
Philippine Statesman College,NEW,,Private Non-Stock Non-Profit Corporation,Private,Region III (Central Luzon),,,,"Cabanatuan City, Nueva Ecija",CHED,true
Philippine Women`s University Career Development and Continuing Education Center - Tarlac,3232,,Private Non-Sectarian Non-Stock,Private,Region III (Central Luzon),,,,"Tarlac City, Tarlac",CHED,true
Philippine Women`s University Career Development and Continuing Education Center-Bataan,3230,,Private Non-Sectarian Non-Stock,Private,Region III (Central Luzon),,,,"Balanga City, Bataan",CHED,true
Polytechnic College of Botolan,3251,,Local Government College/University,,Region III (Central Luzon),,,,"Botolan, Zambales",CHED,true
Polytechnic College of the City of Meycauayan,3238,,Local Government College/University,,Region III (Central Luzon),,,,"Meycauayan City, Bulacan",CHED,true
Polytechnic University of the Philippines-Cabiao,13155n,,Chartered State College/University (Satellite Campus),,Region III (Central Luzon),,,,"Cabiao, Nueva Ecija",CHED,true
Polytechnic University of the Philippines-Mariveles,3080,,Chartered State College/University (Satellite Campus),,Region III (Central Luzon),,,,"Mariveles, Bataan",CHED,true
Polytechnic University of The Philippines-Pulilan,13155g,,Chartered State College/University (Satellite Campus),,Region III (Central Luzon),,,,Bulacan,CHED,true
"Polytechnic University of the Philippines-Sta. Maria, Bulacan",13155h,,Chartered State College/University (Satellite Campus),,Region III (Central Luzon),,,,"Santa Maria, Bulacan",CHED,true
President Ramon Magsaysay State University,3081,,Chartered State College/University (Main),,Region III (Central Luzon),,,,"Iba , Zambales",CHED,true
President Ramon Magsaysay State University-Botolan,03081a,,Chartered State College/University (Satellite Campus),,Region III (Central Luzon),,,,"Botolan, Zambales",CHED,true
President Ramon Magsaysay State University-Candelaria,03081b,,Chartered State College/University (Satellite Campus),,Region III (Central Luzon),,,,"Candelaria, Zambales",CHED,true
President Ramon Magsaysay State University-Castillejos,03081c,,Chartered State College/University (Satellite Campus),,Region III (Central Luzon),,,,Zambales,CHED,true
President Ramon Magsaysay State University-Masinloc,03081d,,Chartered State College/University (Satellite Campus),,Region III (Central Luzon),,,,Zambales,CHED,true
President Ramon Magsaysay State University-San Marcelino,3105,,Chartered State College/University (Satellite Campus),,Region III (Central Luzon),,,,"San Marcelino, Zambales",CHED,true
President Ramon Magsaysay State University-Sta. Cruz,03081e,,Chartered State College/University (Satellite Campus),,Region III (Central Luzon),,,,Zambales,CHED,true
RCC Colegio de San Rafael,3263,,Private Non-Sectarian Non-Stock,Private,Region III (Central Luzon),,,,Pampanga,CHED,true
Republic Central Colleges,3083,,Private Non-Sectarian Non-Stock,Private,Region III (Central Luzon),,,,"Angeles City, Pampanga",CHED,true
"Richwell Colleges, Incorporated",3293,,Private Non-Sectarian Stock,Private,Region III (Central Luzon),,,,"Plaridel, Bulacan",CHED,true
"Rosebelle Colleges, Inc.",3329,,Private Sectarian Non-Stock,Private,Region III (Central Luzon),,,,"Victoria, Tarlac",CHED,true
Sacred Heart Academy of Sta. Maria Bulacan,3315,,Private Non-Sectarian Stock,Private,Region III (Central Luzon),,,,Bulacan,CHED,true
Sact Mutien College,3132,,Private Non-Sectarian Stock,Private,Region III (Central Luzon),,,,Pampanga,CHED,true
Saint Anthony College of Technology,3086,,Private Non-Sectarian Non-Stock,Private,Region III (Central Luzon),,,,"Mabalacat City, Pampanga",CHED,true
Saint Mary's Angels College of Pampanga,3201,,Private Non-Sectarian Non-Stock,Private,Region III (Central Luzon),,,,"Santa Ana, Pampanga",CHED,true
San Jose Christian College,3092,,Private Non-Sectarian Stock,Private,Region III (Central Luzon),,,,"San Jose City, Nueva Ecija",CHED,true
Santa Rita College of Pampanga,3257,,Private Non-Sectarian Stock,Private,Region III (Central Luzon),,,,"Santa Rita, Pampanga",CHED,true
"Santiago ""Santy"" R. Austria College",Requested,,Local Government College/University,,Region III (Central Luzon),,,,"SAPANG, Jaen, Nueva Ecija",CHED,true
Shepherds College,NEW,,Private Non-Stock Non-Profit Corporation,Private,Region III (Central Luzon),,,,"Meycauayan City, Bulacan",CHED,true
"Siena College of San Jose, Inc.",3135,,Private Non-Sectarian Stock,Private,Region III (Central Luzon),,,,"San Jose Del Monte City, Bulacan",CHED,true
SJDM Cornerstone College,3261,,Private Non-Sectarian Non-Stock,Private,Region III (Central Luzon),,,,Bulacan,CHED,true
Somascan Fathers Seminary,NEW,,Private Non-Sectarian Non-Stock,Private,Region III (Central Luzon),,,,"Lubao, Pampanga",CHED,true
St. Andrew's College,CLOSED,,Private Non-Sectarian Stock,Private,Region III (Central Luzon),,,,"Candaba, Pampanga",CHED,true
St. Augustine College,NEW,,Private Non-Stock Non-Profit Corporation,Private,Region III (Central Luzon),,,,"Baliwag City, Bulacan",CHED,true
"St. Augustine Colleges Foundation, Inc.",3172,,Private Non-Sectarian Stock,Private,Region III (Central Luzon),,,,"Paniqui, Tarlac",CHED,true
St. Benilde Center for Global Competence,3234,,Private Non-Sectarian Stock,Private,Region III (Central Luzon),,,,"Olongapo City, Zambales",CHED,true
St. Elizabeth Global Skills Institute,3289,,Private Non-Sectarian Stock,Private,Region III (Central Luzon),,,,"Talavera, Nueva Ecija",CHED,true
"St. Joseph College of Bulacan, Inc.",3160,,Private Non-Sectarian Stock,Private,Region III (Central Luzon),,,,"Santa Maria, Bulacan",CHED,true
"St. Joseph College-Olongapo, Inc.",3199,,Private Sectarian Non-Stock,Private,Region III (Central Luzon),,,,"Olongapo City, Zambales",CHED,true
St. Joseph's College of Balanga City Inc.,NEW,,Private Non-Sectarian Non-Stock,Private,Region III (Central Luzon),,,,"Balanga City, Bataan",CHED,true
St. Linus University,NEW,,Private Non-Sectarian Stock,Private,Region III (Central Luzon),,,,"Paniqui, Tarlac",CHED,true
"St. Mary's College of Baliuag, Inc.",3171,,Private Sectarian Non-Stock,Private,Region III (Central Luzon),,,,"Baliwag City, Bulacan",CHED,true
St. Mary's College of Meycauayan,3088,,Private Sectarian Non-Stock,Private,Region III (Central Luzon),,,,"Meycauayan City, Bulacan",CHED,true
St. Michael's College,CLOSED,,Private Non-Sectarian Stock,Private,Region III (Central Luzon),,,,"Guagua, Pampanga",CHED,true
St. Nicolas College of Business and Technology,3202,,Private Non-Sectarian Non-Stock,Private,Region III (Central Luzon),,,,"City of San Fernando, Pampanga",CHED,true
St. Patrick College,NEW,,Private Non-Sectarian Non-Stock,Private,Region III (Central Luzon),,,,"Orani, Bataan",CHED,true
"St. Paul Colleges Foundation-Paniqui, Tarlac,Inc.",3165,,Private Sectarian Non-Stock,Private,Region III (Central Luzon),,,,"Paniqui, Tarlac",CHED,true
St. Paul University at San Miguel,3091,,Private Sectarian Non-Stock,Private,Region III (Central Luzon),,,,"San Miguel, Bulacan",CHED,true
"St. Rose College Educational Foundation, Inc.",3175,,Private Non-Sectarian Non-Stock,Private,Region III (Central Luzon),,,,"Paniqui, Tarlac",CHED,true
St. Thomas More College-Clark,3290,,Private Non-Sectarian Stock,Private,Region III (Central Luzon),,,,"Angeles City, Pampanga",CHED,true
"Sta. Clara de Montefalco College, Inc.",NEW,,Private Non-Stock Non-Profit Corporation,Private,Region III (Central Luzon),,,,"Meycauayan City, Bulacan",CHED,true
STI College Balanga,CLOSED,,Private Non-Sectarian Stock,Private,Region III (Central Luzon),,,,"Balanga City, Bataan",CHED,true
"STI College Baliuag, Inc.",3209,,Private Non-Sectarian Stock,Private,Region III (Central Luzon),,,,"Baliwag City, Bulacan",CHED,true
STI College Cabanatuan,CLOSED,,Private Non-Stock Non-Profit Corporation,Private,Region III (Central Luzon),,,,"Cabanatuan City, Nueva Ecija",CHED,true
STI College San Jose,3262,,Private Non-Sectarian Stock,Private,Region III (Central Luzon),,,,"San Jose City, Nueva Ecija",CHED,true
STI College San Jose del Monte,13228,,Private Non-Sectarian Non-Stock,Private,Region III (Central Luzon),,,,"San Jose Del Monte City, Bulacan",CHED,true
STI College Tarlac,3095,,Private Non-Sectarian Stock,Private,Region III (Central Luzon),,,,"Tarlac City, Tarlac",CHED,true
STI College-Angeles City,3116,,Private Non-Sectarian Stock,Private,Region III (Central Luzon),,,,"Angeles City, Pampanga",CHED,true
STI College-Balagtas,3189,,Private Non-Sectarian Non-Stock,Private,Region III (Central Luzon),,,,"Balagtas, Bulacan",CHED,true
STI College-City of San Fernando,3115,,Private Non-Sectarian Stock,Private,Region III (Central Luzon),,,,"City of San Fernando, Pampanga",CHED,true
STI College-Malolos,3120,,Private Non-Sectarian Non-Stock,Private,Region III (Central Luzon),,,,"Malolos City, Bulacan",CHED,true
STI College-Meycauayan,3119,,Private Non-Sectarian Stock,Private,Region III (Central Luzon),,,,"Meycauayan City, Bulacan",CHED,true
STI College-Sta. Maria,3188,,Private Non-Sectarian Non-Stock,Private,Region III (Central Luzon),,,,"Santa Maria, Bulacan",CHED,true
"Sto. Rosario Sapang Palay College, Inc.",3003,,Private Sectarian Non-Stock,Private,Region III (Central Luzon),,,,"San Jose Del Monte City, Bulacan",CHED,true
"Subic Bay Colleges, Inc.",3223,,Private Non-Sectarian Non-Stock,Private,Region III (Central Luzon),,,,"Olongapo City, Zambales",CHED,true
Systems Plus College Foundation,3096,,Private Non-Sectarian Non-Stock,Private,Region III (Central Luzon),,,,"Angeles City, Pampanga",CHED,true
Tarlac Agricultural University,3097,,Chartered State College/University (Main),,Region III (Central Luzon),,,,"Camiling, Tarlac",CHED,true
"Tarlac Christian Colleges, Inc.",3254,,Private Non-Sectarian Non-Stock,Private,Region III (Central Luzon),,,,"Tarlac City, Tarlac",CHED,true
Tarlac State University,3098,,Chartered State College/University (Main),,Region III (Central Luzon),,,,"Tarlac City, Tarlac",CHED,true
The Good Samaritan Colleges,3039,,Private Non-Sectarian Stock,Private,Region III (Central Luzon),,,,"Cabanatuan City, Nueva Ecija",CHED,true
The Manila Times College of Subic,3198,,Private Non-Sectarian Stock,Private,Region III (Central Luzon),,,,"Olongapo City, Zambales",CHED,true
Tomas Del Rosario College,3099,,Private Non-Sectarian Stock,Private,Region III (Central Luzon),,,,"Balanga City, Bataan",CHED,true
"Trinitas College, Inc.",NEW,,Private Non-Sectarian Non-Stock,Private,Region III (Central Luzon),,,,"Meycauayan City, Bulacan",CHED,true
University of Nueva Caceres-Bataan,3296,,Private Non-Sectarian Stock,Private,Region III (Central Luzon),,,,"Dinalupihan, Bataan",CHED,true
University of the Assumption,3100,,Private Sectarian Non-Stock,Private,Region III (Central Luzon),,,,"City of San Fernando, Pampanga",CHED,true
University of the Philippines- Manila School of Health Sciences Extension Campus-Baler,3320,,Chartered State College/University (Satellite Campus),,Region III (Central Luzon),,,,Aurora,CHED,true
University of the Philippines- Manila School of Health Sciences Extension Campus-Tarlac,3321,,Chartered State College/University (Satellite Campus),,Region III (Central Luzon),,,,Tarlac,CHED,true
University of the Philippines-Diliman (Olongapo City),13206b,,Chartered State College/University (Satellite Campus),,Region III (Central Luzon),,,,Zambales,CHED,true
University of the Philippines-Diliman (Pampanga),13206a,,Chartered State College/University (Satellite Campus),,Region III (Central Luzon),,,,Pampanga,CHED,true
"USST Colleges, Inc.",3125,,Private Non-Sectarian Non-Stock,Private,Region III (Central Luzon),,,,"Tarlac City, Tarlac",CHED,true
Village Montessori School and Colleges,3306,,Private Non-Sectarian Non-Stock,Private,Region III (Central Luzon),,,,Bulacan,CHED,true
"Virgen De los Remedios College, Inc.",CLOSED,,"Others, please specify",,Region III (Central Luzon),,,,"Olongapo City, Zambales",CHED,true
Virgen Milagrosa Del Rosario College Seminary,3298,,Private Sectarian Non-Stock,Private,Region III (Central Luzon),,,,Bataan,CHED,true
Wesleyan University-Philippines (Cabanatuan),3104,,Private Non-Sectarian Non-Stock,Private,Region III (Central Luzon),,,,"Cabanatuan City, Nueva Ecija",CHED,true
Wesleyan University-Philippines-Aurora,4256,,Private Non-Sectarian Non-Stock,Private,Region III (Central Luzon),,,,"Maria Aurora, Aurora",CHED,true
West Central College of Arts and Sciences,3322,,Private Non-Sectarian Non-Stock,Private,Region III (Central Luzon),,,,Pampanga,CHED,true
"World Citi Colleges-Guimba, Inc.",3027,,Private Non-Sectarian Stock,Private,Region III (Central Luzon),,,,"Guimba, Nueva Ecija",CHED,true
ABE International Business College-Cainta,04245,,Private Non-Sectarian Stock,Private,Region IV-A (CALABARZON),,,,"Cainta, Rizal",CHED,true
ABE International Business College-Quezon,04410,,Private Non-Sectarian Stock,Private,Region IV-A (CALABARZON),,,,"Lucena City, Quezon",CHED,true
ACLC College of San Pablo,04450,,Private Non-Sectarian Stock,Private,Region IV-A (CALABARZON),,,,"San Pablo City, Laguna",CHED,true
ACLC College of Taytay,04431,,Private Non-Sectarian Non-Stock,Private,Region IV-A (CALABARZON),,,,"Taytay, Rizal",CHED,true
Acts Computer College-Infanta,04411,,Private Non-Sectarian Non-Stock,Private,Region IV-A (CALABARZON),,,,"Infanta, Quezon",CHED,true
ACTS Computer College-Sta. Cruz,04002,,Private Non-Sectarian Non-Stock,Private,Region IV-A (CALABARZON),,,,"Santa Cruz , Laguna",CHED,true
Adventist International Institute of Advanced Studies,04190,,Private Sectarian Non-Stock,Private,Region IV-A (CALABARZON),,,,"Silang, Cavite",CHED,true
Adventist University of the Philippines,04079,,Private Sectarian Non-Stock,Private,Region IV-A (CALABARZON),,,,"Silang, Cavite",CHED,true
Agoncillo College,04361,,Private Non-Sectarian Stock,Private,Region IV-A (CALABARZON),,,,"Agoncillo, Batangas",CHED,true
AISAT College-Dasmariñas,04483,,Private Non-Sectarian Stock,Private,Region IV-A (CALABARZON),,,,"Dasmariñas City, Cavite",CHED,true
Alitagtag College,04200,,Private Non-Sectarian Stock,Private,Region IV-A (CALABARZON),,,,"Alitagtag, Batangas",CHED,true
All Nations College,04340,,Private Non-Sectarian Non-Stock,Private,Region IV-A (CALABARZON),,,,"Antipolo City, Rizal",CHED,true
Alpha Centauri Educational System,04401,,Private Non-Sectarian Stock,Private,Region IV-A (CALABARZON),,,,"Lucena City, Quezon",CHED,true
AMA College-Cavite,04195,,Private Non-Sectarian Stock,Private,Region IV-A (CALABARZON),,,,"General Trias City, Cavite",CHED,true
AMA Computer College-Batangas City,04196,,Private Non-Sectarian Stock,Private,Region IV-A (CALABARZON),,,,"Batangas City , Batangas",CHED,true
AMA Computer College-Biñan,04154,,Private Non-Sectarian Stock,Private,Region IV-A (CALABARZON),,,,"Biñan City, Laguna",CHED,true
AMA Computer College-Calamba,04232,,Private Non-Sectarian Non-Stock,Private,Region IV-A (CALABARZON),,,,"Calamba City, Laguna",CHED,true
AMA Computer College-East Rizal,04177,,Private Non-Sectarian Stock,Private,Region IV-A (CALABARZON),,,,"Antipolo City, Rizal",CHED,true
AMA Computer College-Lipa City,04201,,Private Non-Sectarian Stock,Private,Region IV-A (CALABARZON),,,,"Lipa City, Batangas",CHED,true
AMA Computer College-Lucena,04233,,Private Sectarian Stock,Private,Region IV-A (CALABARZON),,,,"Lucena City, Quezon",CHED,true
AMA Computer College-Sta.Cruz,04172,,Private Non-Sectarian Non-Stock,Private,Region IV-A (CALABARZON),,,,"Santa Cruz , Laguna",CHED,true
Angono Catholic College,04523,,Private Non-Sectarian Non-Stock,Private,Region IV-A (CALABARZON),,,,"Angono, Rizal",CHED,true
Antipolo Institute of Technology (AITECH),04470,,Local Government College/University,,Region IV-A (CALABARZON),,,,"Antipolo City, Rizal",CHED,true
Asia Technological School of Science and Arts (ASIATECH),04413,,Private Non-Sectarian Stock,Private,Region IV-A (CALABARZON),,,,"Santa Rosa City, Laguna",CHED,true
Asia-Pacific Christian College and Seminary,04412,,Private Non-Sectarian Non-Stock,Private,Region IV-A (CALABARZON),,,,"Rodriguez, Rizal",CHED,true
Asia-Pacific Nazarene Theological Seminary,04005,,Private Sectarian Non-Stock,Private,Region IV-A (CALABARZON),,,,"Taytay, Rizal",CHED,true
Asian Institute of Computer Studies-Bacoor,NEW,,Private Non-Sectarian Stock,Private,Region IV-A (CALABARZON),,,,"Bacoor City, Cavite",CHED,true
Asian Institute of Computer Studies-Batangas City,NEW,,Private Non-Sectarian Stock,Private,Region IV-A (CALABARZON),,,,"Batangas City , Batangas",CHED,true
Asian Institute of Computer Studies-Montalban,NEW,,Private Non-Sectarian Stock,Private,Region IV-A (CALABARZON),,,,"Rodriguez, Rizal",CHED,true
Asian Institute of Technology and Education-Tiaong Campus,04383,,Private Non-Sectarian Non-Stock,Private,Region IV-A (CALABARZON),,,,"Tiaong, Quezon",CHED,true
"Asian Institute of Technology, Sciences and Arts (AITSA)",04524,,Private Non-Sectarian Stock,Private,Region IV-A (CALABARZON),,,,"Cabuyao City, Laguna",CHED,true
Asian School of Hospitality Arts,04402,,Private Non-Sectarian Non-Stock,Private,Region IV-A (CALABARZON),,,,"Antipolo City, Rizal",CHED,true
Asian Seminary of Christian Ministries,13019,,Private Non-Sectarian Non-Stock,Private,Region IV-A (CALABARZON),,,,"Silang, Cavite",CHED,true
Balian Community College,04007,,Local Government College/University,,Region IV-A (CALABARZON),,,,"Pangil, Laguna",CHED,true
Banahaw Technological College,04525,,Private Non-Sectarian Non-Stock,Private,Region IV-A (CALABARZON),,,,"Lucban, Quezon",CHED,true
Baptist Bible Seminary and Institute,04267,,Private Sectarian Non-Stock,Private,Region IV-A (CALABARZON),,,,"Taytay, Rizal",CHED,true
Baptist Voice Bible College,04269,,Private Non-Sectarian Non-Stock,Private,Region IV-A (CALABARZON),,,,"Lucena City, Quezon",CHED,true
Batangas College of Arts and Sciences,04369,,Private Non-Sectarian Stock,Private,Region IV-A (CALABARZON),,,,"Lipa City, Batangas",CHED,true
Batangas Eastern Colleges,04308,,Private Non-Sectarian Stock,Private,Region IV-A (CALABARZON),,,,"San Juan, Batangas",CHED,true
Batangas State University,04071,,Chartered State College/University (Main),,Region IV-A (CALABARZON),,,,"Rizal Avenue, Batangas City , Batangas",CHED,true
Batangas State University-Alangilan,04363,,Chartered State College/University (Satellite Campus),,Region IV-A (CALABARZON),,,,"Batangas City , Batangas",CHED,true
Batangas State University-Balayan,04071a,,Chartered State College/University (Satellite Campus),,Region IV-A (CALABARZON),,,,"Balayan, Batangas",CHED,true
Batangas State University-Lemery,04309,,Chartered State College/University (Satellite Campus),,Region IV-A (CALABARZON),,,,"Lemery, Batangas",CHED,true
Batangas State University-Lipa City,04071c,,Chartered State College/University (Satellite Campus),,Region IV-A (CALABARZON),,,,"Lipa City, Batangas",CHED,true
Batangas State University-Lobo,04071d,,Chartered State College/University (Satellite Campus),,Region IV-A (CALABARZON),,,,"Lobo, Batangas",CHED,true
Batangas State University-Mabini,04517,,Chartered State College/University (Satellite Campus),,Region IV-A (CALABARZON),,,,"Mabini, Batangas",CHED,true
Batangas State University-Malvar,04151,,Chartered State College/University (Satellite Campus),,Region IV-A (CALABARZON),,,,"Malvar, Batangas",CHED,true
Batangas State University-Nasugbu,04004,,Chartered State College/University (Satellite Campus),,Region IV-A (CALABARZON),,,,"Nasugbu, Batangas",CHED,true
Batangas State University-Rosario,04071f,,Chartered State College/University (Satellite Campus),,Region IV-A (CALABARZON),,,,"Rosario, Batangas",CHED,true
Batangas State University-San Juan,04071g,,Chartered State College/University (Satellite Campus),,Region IV-A (CALABARZON),,,,"San Juan, Batangas",CHED,true
Binangonan Catholic College,04192,,Private Sectarian Non-Stock,Private,Region IV-A (CALABARZON),,,,"Binangonan, Rizal",CHED,true
Brookfield College in Cavite,04377,,Private Non-Sectarian Non-Stock,Private,Region IV-A (CALABARZON),,,,"Dasmariñas City, Cavite",CHED,true
BWEST College,04436,,Private Non-Sectarian Stock,Private,Region IV-A (CALABARZON),,,,"Lucena City, Quezon",CHED,true
Cainta Catholic College,04160,,Private Sectarian Non-Stock,Private,Region IV-A (CALABARZON),,,,"Cainta, Rizal",CHED,true
Calaca City Global College,NEW,,Local Government College/University,,Region IV-A (CALABARZON),,,,"Calaca City, Batangas",CHED,true
Calamba Doctors' College,04272,,Private Non-Sectarian Non-Stock,Private,Region IV-A (CALABARZON),,,,"Calamba City, Laguna",CHED,true
Calauag Central College,04008,,Private Non-Sectarian Stock,Private,Region IV-A (CALABARZON),,,,"Calauag, Quezon",CHED,true
Calayan Educational Foundation,04059,,Private Non-Sectarian Stock,Private,Region IV-A (CALABARZON),,,,"Lucena City, Quezon",CHED,true
Canossa College - San Pablo City,04009,,Private Sectarian Non-Stock,Private,Region IV-A (CALABARZON),,,,"San Pablo City, Laguna",CHED,true
CARD-MRI Development Institute,04467,,Private Non-Sectarian Non-Stock,Private,Region IV-A (CALABARZON),,,,"Bay, Laguna",CHED,true
Casa Del Niño College,04282,,Private Non-Sectarian Non-Stock,Private,Region IV-A (CALABARZON),,,,"F. Medalla Street, Pacita 2, San Pedro City, Laguna",CHED,true
Cavite Integrated College,04522,,Private Non-Sectarian Stock,Private,Region IV-A (CALABARZON),,,,"Rosario, Cavite",CHED,true
Cavite State University,04027,,Chartered State College/University (Main),,Region IV-A (CALABARZON),,,,"Indang, Cavite",CHED,true
Cavite State University-Bacoor,04385,,Chartered State College/University (Satellite Campus),,Region IV-A (CALABARZON),,,,"Bacoor City, Cavite",CHED,true
Cavite State University-Carmona Campus,04318,,Chartered State College/University (Satellite Campus),,Region IV-A (CALABARZON),,,,"Carmona, Cavite",CHED,true
Cavite State University-Cavite City,04260,,Chartered State College/University (Satellite Campus),,Region IV-A (CALABARZON),,,,"Cavite City, Cavite",CHED,true
